Time Period,Page,Title,Visits,Views,Average Time Viewed (seconds)
Jul-15,http://www.nyc.gov/html/dcp/html/zone/zh_zmaptable.shtml,Zoning Maps - New York City Department of City Planning,9874,17576,66.849999999999994
Jul-15,http://www1.nyc.gov/nyc-resources/categories/housing-development/buildings-property/,Buildings & Property | City of New York,9782,15146,44.24
Jul-15,http://www1.nyc.gov/site/nycha/about/contact.page,NYCHA - Contact,9730,15902,30.51
Jul-15,http://www1.nyc.gov/site/finance/pay-now/pay-online-system-availability.page,Online System Usage and Availability,9715,13855,38.590000000000003
Jul-15,http://www1.nyc.gov/nyc-resources/faq/492/is-there-an-asp-street-map,Is there an ASP street map? | City of New York,9672,14541,87.64
Jul-15,http://www1.nyc.gov/site/finance/vehicles/services-violation-codes.page,"Violation Codes, Fines, Rules & Regulations",9639,12085,122.02
Jul-15,http://www.nyc.gov/html/oath/html/ecb/find.shtml,OATH - ECB - Respond To Your Ticket,9569,14352,197.36
Jul-15,http://www.nyc.gov/html/dfta/html/home/home.shtml,Department for the Aging,9479,14929,172.68
Jul-15,http://www1.nyc.gov/nyc-resources/categories/civic-services.page,Civic Services | City of New York,9424,12197,28.9
Jul-15,http://www.nyc.gov/html/oem/html/home/home.shtml,Office of Emergency Management (OEM),9424,11872,97.24
Jul-15,http://www1.nyc.gov/site/hra/locations/job-locations.page,HRA - Job Locations,9401,12759,145.02000000000001
Jul-15,http://www.nyc.gov/html/olr/html/forms/forms_and_dl.shtml,Office of Labor Relations,9320,17174,152.82
Jul-15,http://www.nyc.gov/html/dep/html/job_opportunities/index_wide.shtml,Career Opportunities,9317,11784,249.51
Jul-15,http://www1.nyc.gov/nyc-resources/service/4103/fourth-of-july-holiday-information,Fourth of July Holiday Information | City of New York,9299,10742,125.48
Jul-15,http://www1.nyc.gov/site/finance/about/contact-us.page,Contact Department of Finance,9260,13580,24.82
Jul-15,http://www.nyc.gov/html/doh/html/contact/contact-us.shtml,Contact DOHMH,9247,14568,72.45
Jul-15,http://www1.nyc.gov/connect/applications.page,Connect | Applications | City of New York,9168,12149,88.11
Jul-15,http://www1.nyc.gov/nyc-resources/service/2069/new-york-city-rent-increase,New York City Rent Increase | City of New York,9073,13265,125.77
Jul-15,http://www.nyc.gov/html/dot/html/contact/contact.shtml,NYC DOT - Contact DOT,9062,13417,92.39
Jul-15,http://www1.nyc.gov/site/hpd/section-8/applicants.page,HPD - Section 8 - Applicants,8979,13487,82.93
Jul-15,http://www1.nyc.gov/nyc-resources/categories/environment/garbage-recycling/,Garbage & Recycling | City of New York,8962,13308,51.24
Jul-15,http://www1.nyc.gov/site/dsny/recycling-and-garbage/residents/what-to-recycle-for-residents.page,what-to-recycle-for-residents,8960,11272,123.43
Jul-15,http://www.nyc.gov/html/hra/html/services/snap.shtml,HRA/DSS - Our Services - SNAP & Emergency Food Programs,8914,13048,114.95
Jul-15,http://www1.nyc.gov/site/finance/about/contact-us-by-phone.page,Call Us,8901,11575,184.54
Jul-15,http://www1.nyc.gov/site/dca/businesses/licenses.page,DCA - Businesses - Licenses,8871,16571,33.119999999999997
Jul-15,http://www.nyc.gov/html/nypd/html/faq/faq_information.shtml,NYPD - Frequently Asked Questions,8830,9399,251.34
Jul-15,http://www.nyc.gov/html/nypd/html/careers/school_safety.shtml,NYPD - School Safety Agent Application,8781,12581,168.57
Jul-15,http://www.nyc.gov/html/records/html/archives/genealogy.shtml,Department of Records - Municipal Archives - Genealogy,8764,14380,99.15
Jul-15,http://www.nyc.gov/html/dcas/html/employees/employees.shtml,DCAS - For City Employees,8736,11993,39.700000000000003
Jul-15,http://www.nyc.gov/html/records/html/home/home.shtml,Department of Records,8723,12839,62.16
Jul-15,http://www.nyc.gov/html/dot/html/bicyclists/bikemaps.shtml,NYC DOT - Bicycle Maps,8712,12048,133.11000000000001
Jul-15,http://www.nyc.gov/html/oath/html/home/home.shtml,Office of Administrative Trials and Hearings (OATH),8623,12868,117.13
Jul-15,http://www.nyc.gov/html/doh/html/diseases/cdlegi.shtml,Legionnaires' Disease,8558,9190,200.28
Jul-15,http://www1.nyc.gov/site/hra/locations/medicaid-locations.page,HRA - Medicaid Locations,8540,12445,145.04
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/develop/develop.shtml,Workforce1 - Develop Your Skills,8498,11317,161.66999999999999
Jul-15,http://www1.nyc.gov/nyc-resources/service/1197/noise-from-neighbor,Noise from Neighbor | City of New York,8495,14877,35.24
Jul-15,http://www.nyc.gov/html/doh/html/career/job-search.shtml,Job Search,8471,13957,142.55000000000001
Jul-15,http://www1.nyc.gov/nyc-resources/service/1232/borough-block-lot-bbl-lookup,Borough-Block-Lot (BBL) Lookup | City of New York,8462,11763,26.97
Jul-15,http://www.nyc.gov/html/opa/html/home/home.shtml,Office of Payroll Administration,8452,10628,107.35
Jul-15,http://www.nyc.gov/html/acs/html/child_care/child_care_information.shtml,Child Care & Head Start,8407,10789,186.28
Jul-15,http://www1.nyc.gov/site/finance/taxes/business.page,Business Taxes,8382,12435,28.94
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/register/interest.shtml,Workforce1 - Register for Services - Interest,8370,11592,109.67
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/register/register.shtml,"Workforce1 - Register for Services - Resume Review, Interview Preparation",8327,11012,63.49
Jul-15,http://www.nyc.gov/html/id/html/how/state_id.shtml,ID= - How Do I Get an ID? - Non-Driver State ID,8229,11899,105.07
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/register/intro_to_services2.shtml,Workforce1 - About Workforce1,8221,9634,393.96
Jul-15,http://www1.nyc.gov/site/nycha/section-8/tenants.page,NYCHA - Tenants,8149,13064,90.06
Jul-15,http://www.nyc.gov/html/ddc/html/home/home.shtml,NYC Department of Design and Construction,8119,11682,64.3
Jul-15,http://www1.nyc.gov/site/dsny/about/news/pr2015/062915b.page,DSNY – About – Press Releases – 01-08-2015,8012,9192,145.76
Jul-15,http://www1.nyc.gov/site/finance/benefits/tenants-scrie.page,Finance - Freeze Your Rent,7992,10530,110.79
Jul-15,http://www1.nyc.gov/office-of-the-mayor/news.page,"Office of the Mayor | News, Press Releases, Statements & Executive Orders | City of New York",7880,11480,92.6
Jul-15,http://www1.nyc.gov/html/onenyc/,#OneNYC: The Plan for a Strong and Just City,7833,9139,144.80000000000001
Jul-15,http://www1.nyc.gov/assets/finance/jump/prop_lookup.html,Property Exemptions Lookup,7802,8999,187.86
Jul-15,http://www1.nyc.gov/site/idnyc/contact/feedback.page,Contact Us,7762,10820,63.95
Jul-15,http://www1.nyc.gov/nyc-resources/categories/transportation.page,Transportation | City of New York,7711,9533,23.59
Jul-15,http://www1.nyc.gov/site/hra/about/contact.page,HRA - Contact,7668,10535,113.7
Jul-15,http://www.nyc.gov/html/dot/summerstreets/html/involved/volunteer.shtml,Summer Streets - Sign up to Volunteer,7654,9671,38.53
Jul-15,http://www.nyc.gov/html/doh/html/career/career-home.shtml,Career Opportunities,7620,11413,24.62
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/register/register_now.shtml,Workforce1 - Register for Services - Register Now,7601,9847,40.520000000000003
Jul-15,http://www1.nyc.gov/site/dca/consumers/file-complaint.page,DCA - Consumers - File Complaint,7527,12699,72.790000000000006
Jul-15,http://www1.nyc.gov/site/finance/taxes/property-tax-rates.page,property-tax-rates,7501,10955,60.72
Jul-15,http://www.nyc.gov/html/acs/html/about/work_at_acs.shtml,Employment Opportunities,7471,10720,38.869999999999997
Jul-15,http://www1.nyc.gov/site/hpd/owners/compliance-register-your-property.page,HPD - Owners - Compliance - Register Your Property,7426,12483,175.09
Jul-15,http://www.nyc.gov/html/dot/html/motorist/atis.shtml,NYC DOT - Motorists & Parking - Real-Time Traffic Cameras,7407,10528,105.03
Jul-15,http://www.nyc.gov/html/dcas/html/contact/contact.shtml,DCAS - Contact DCAS,7393,10314,80.81
Jul-15,http://www.nyc.gov/html/dot/html/motorist/trucks.shtml,NYC DOT - Trucks and Commercial Vehicles,7373,11008,162.59
Jul-15,http://www1.nyc.gov/booker/get_address_info,311 Booker: get address info,7362,8565,60.41
Jul-15,http://www1.nyc.gov/site/nycha/section-8/owners.page,NYCHA - Owners,7357,10250,143.77000000000001
Jul-15,http://www1.nyc.gov/nyc-resources/service/4700/idnyc-municipal-id-card,IDNYC Municipal ID Card | City of New York,7302,10141,47.87
Jul-15,http://www1.nyc.gov/nyc-resources/service/2076/new-york-city-housing-lottery,New York City Housing Lottery | City of New York,7277,10687,116.38
Jul-15,http://www.nyc.gov/html/tlc/html/industry/onlinepartb.shtml,NYC Taxi & Limousine Commission,7274,11615,167.34
Jul-15,http://www.nyc.gov/html/dhs/html/housing/single.shtml,DHS - Temporary Housing Assistance - Single Adults,7260,9317,190.36
Jul-15,http://www1.nyc.gov/site/finance/vehicles/evidence-suggestions.page,Evidence Recommendations,7216,8056,71.459999999999994
Jul-15,http://www.nyc.gov/html/tlc/html/industry/lars.shtml,NYC Taxi & Limousine Commission - Online License Application Renewal System (LARS),7158,10586,110.15
Jul-15,http://www1.nyc.gov/nyc-resources/service/4866/access-nyc,ACCESS NYC | City of New York,7097,9013,88.66
Jul-15,http://www1.nyc.gov/minibooker/service/nyc-resources/service/2195/pay-a-parking-ticket,311 MiniBooker: Pay a Parking Ticket,7096,9064,51.68
Jul-15,http://www1.nyc.gov/site/hra/help/i-need-help.page,HRA - I Need Help,7090,9622,65.040000000000006
Jul-15,http://www1.nyc.gov/nyc-resources/service/1172/benefit-card-assistance,Benefit Card Assistance | City of New York,7086,11493,61.39
Jul-15,http://www.nyc.gov/html/nypd/html/towed_vehicles/tow_pounds.shtml,NYPD - Towed Vehicles,7055,8943,258.32
Jul-15,http://www.nyc.gov/html/sbs/wf1/html/job/events2.shtml,Find a Job - Online Portal Recruitment Events,7042,8862,302.08999999999997
Jul-15,http://www1.nyc.gov/site/finance/vehicles/services-towed-vehicles.page,Towed Vehicles,7033,9799,36.56
Jul-15,http://www1.nyc.gov/site/finance/pay-now/mail.page,Payment Mailing Addresses,7023,8647,55.9
Jul-15,http://www1.nyc.gov/nyc-resources/categories/social-services/benefits-support/,Benefits & Support | City of New York,7002,10134,50.26
Jul-15,http://www.nyc.gov/html/oath/html/ecb/respond-ticket.shtml,OATH - ECB - Respond to Your Ticket,6996,10881,26.7
Jul-15,http://www1.nyc.gov/site/nycha/residents/customer-contact-center.page,NYCHA - Customer Contact Center,6964,9948,68.25
Jul-15,http://www1.nyc.gov/site/nycha/about/contact-in-person.page,NYCHA - Contact In Person,6949,9241,90.65
Jul-15,http://www1.nyc.gov/site/finance/taxes/property-forms/property-forms.page,Property Forms,6948,9758,58.53
Jul-15,http://www.nyc.gov/html/dcp/html/census/popcur.shtml,Population - New York City Department of City Planning,6928,7535,281.08999999999997
Jul-15,http://www.nyc.gov/html/nycppf/html/home/home.shtml,New York City Police Pension Fund,6906,10475,77.09
Jul-15,http://www.nyc.gov/html/dob/html/codes_and_reference_materials/construction_code.shtml,Department of Buildings,6847,9739,40.53
Jul-15,http://www.nyc.gov/html/dot/html/motorist/parkinglist.shtml,NYC DOT - Municipal Parking Facilities,6835,8610,165.5
Jul-15,http://www.nyc.gov/html/dep/html/watershed_protection/cannonsville.shtml,Cannonsville,6821,8520,346.49
Jul-15,http://www1.nyc.gov/site/dca/about/paid-sick-leave-FAQs.page,paid-sick-leave-FAQs,6818,7905,272.66000000000003
Jul-15,http://www1.nyc.gov/site/hra/locations/locations.page,HRA - Locations,6803,9133,54.83
Jul-15,http://www1.nyc.gov/office-of-the-mayor/admin-officials.page,Office of the Mayor | Officials | City of New York,6792,11493,82.94
Jul-15,http://www1.nyc.gov/site/nycha/about/nextgen-nycha.page,NYCHA - NextGen NYCHA,6781,9500,72.8
Jul-15,http://www.nyc.gov/html/dob/html/about/about.shtml,Department of Buildings - About the Buildings Department,6775,9280,57.27
Jul-15,http://www.nyc.gov/html/acs/html/contact/contact_acs.shtml,Contact ACS,6740,8389,167.35
Jul-15,http://www1.nyc.gov/nyc-resources/categories/transportation/driver-resources/,Driver Resources | City of New York,6709,9626,40.700000000000003
Jul-15,http://www.nyc.gov/html/dhs/html/housing/housing.shtml,DHS - Temporary Housing Assistance,6708,10161,60.19
Jul-15,http://www.nyc.gov/html/nypd/html/administration/administration.shtml,NYPD Administration,6700,11629,45.29
Jul-15,http://www.nyc.gov/html/doh/html/services/vr-birth-correct.shtml,Correcting A Birth Certificate,6690,9468,147.62
Jul-15,http://www1.nyc.gov/site/nycha/eligibility/what-expect.page,NYCHA - What to Expect,6595,8054,117.85
Jul-15,http://www.nyc.gov/html/film/html/home/home.shtml,"Made in NY - Mayor's Office of Film, Theatre & Broadcasting",6554,8595,44.2
Jul-15,http://www.nyc.gov/html/doh/html/services/vr-death-general.shtml,Ordering A Death Certificate,6545,9800,195.89
Jul-15,http://www.nyc.gov/html/opa/html/getting_paid/pay_calendar.shtml,Office of Payroll Administration,6532,7759,187.89
Jul-15,http://www1.nyc.gov/site/finance/vehicles/dispute-mail.page,Request a Hearing-by-Mail,6507,8072,75.599999999999994
Jul-15,http://www.nyc.gov/html/dycd/html/jobs/jobs.shtml,DYCD - Jobs & Internships,6499,9181,43.99
Jul-15,http://www.nyc.gov/html/oath/html/ecb/pay.shtml,OATH - ECB - Respond To Your Ticket,6487,10171,153.58000000000001
Jul-15,http://www.nyc.gov/html/dob/html/homeowners_and_tenants/homeowners_tenants_main.shtml,Department of Buildings,6459,8865,76.59
Jul-15,http://www1.nyc.gov/site/nycha/about/contact-by-phone.page,NYCHA - Contact By Phone,6445,8152,143.72
Jul-15,http://www1.nyc.gov/site/idnyc/benefits/banks-and-credit-unions.page,Banks & Credit Unions - Benefits - id NYC,6441,8558,89.95
Jul-15,http://www.nyc.gov/html/nypd/html/firearms_licensing/handgun_licensing_information.shtml,NYPD - Firearms Licenses,6407,7608,176.47
Jul-15,http://www1.nyc.gov/nyc-resources/categories/housing-development/tenant-resources/,Tenant Resources | City of New York,6396,9561,49.43
Jul-15,http://www1.nyc.gov/site/dsny/recycling-and-garbage/businesses/foam-packaging-restrictions.page,error,6382,7488,184.73
Jul-15,http://www1.nyc.gov/site/dsny/recycling-and-garbage/how-do-i-get-rid-of-filter.page,How to Get Rid of...,6371,13708,46.82
Jul-15,http://www.nyc.gov/html/dcp/html/zone/zmf.shtml,Zoning Maps - New York City Department of City Planning,6364,10283,168.5
Jul-15,http://www.nyc.gov/html/dycd/html/youthlanding/youthlanding.shtml,"DYCD - Youth, Teens & Families",6357,9954,144.94999999999999
Jul-15,http://www.nyc.gov/html/tlc/html/faq/faq.shtml,NYC Taxi & Limousine Commission - Frequently Asked Questions,6351,8295,41.7
Jul-15,http://www.nyc.gov/html/dcas/html/about/about.shtml,DCAS - About DCAS,6349,8287,45.76
Jul-15,http://www.nyc.gov/html/dob/html/bis/faq.shtml,Department of Buildings - BIS Frequently Asked Questions,6337,8250,166.24
Jul-15,http://www.nyc.gov/html/dob/html/development/the_hub_main.shtml,Department of Buildings - NYC Development Hub,6314,9220,58.5
Jul-15,http://www1.nyc.gov/nyc-resources/categories/business/employment/,Employment | City of New York,6277,10030,47.9
Jul-15,http://www.nyc.gov/html/tlc/html/about/facilities.shtml,NYC Taxi & Limousine Commission - TLC Facilities,6269,7546,255.68
Jul-15,http://www1.nyc.gov/site/nycha/business/vendors.page,NYCHA - Vendors,6233,9306,48.58
Jul-15,http://www.nyc.gov/html/doc/html/job/aiu_unit.shtml,Applicant Investigation Unit (AIU) - Department of Correction,6196,19639,81.61
Jul-15,http://www.nyc.gov/html/fdny/html/community/ems_employment.shtml,FDNY How to become an EMT or Paramedic,6195,7435,229.03
Jul-15,http://www1.nyc.gov/site/finance/pay-now/person.page,Pay In-Person,6194,8503,20.67
Jul-15,http://www1.nyc.gov/nyc-resources/service/1950/residential-maintenance-complaint,Residential Maintenance Complaint | City of New York,6139,9153,71.319999999999993
Jul-15,http://www.nyc.gov/html/dhs/html/LINC-Rental-Subsidies/LINC-Rental-Subsidies.shtml,LINC Rental Assistance Program,6113,11033,51.73
Jul-15,http://www.nyc.gov/html/doh/html/services/vr-id.shtml,Identification Requirements,6107,7393,131.82
Jul-15,http://www.nyc.gov/html/dot/html/ferrybus/ferintro.shtml,NYC DOT - Ferry Information,6105,7856,154.82
Jul-15,http://www.nyc.gov/html/dot/html/about/employ.shtml,NYC DOT - Employment Opportunities,6088,9111,132.68
Jul-15,http://www.nyc.gov/html/dep/html/contact_us/index.shtml,DEP - Contact Us,6080,7711,144.56
Jul-15,http://www.nyc.gov/html/dob/html/safety/dob.shtml,Department of Buildings,6077,10301,118.56
Jul-15,http://www.nyc.gov/html/acs/html/child_care/child_care_eligibility.shtml,Child Care & Head Start,6071,7287,232.27
Jul-15,http://www1.nyc.gov/site/finance/about/contact-by-email/contact-parking-ticket-general-questions.page,Contact Us - Parking Ticket General Questions,6063,7924,111.48
Jul-15,http://www.nyc.gov/html/dob/html/bis/glossary.shtml,Department of Buildings - BIS Glossary,6032,9207,145.19
Jul-15,http://www1.nyc.gov/home/privacy-policy.page,Privacy Policy | City of New York,6032,7113,136.47999999999999
Jul-15,http://www.nyc.gov/html/tlc/html/industry/vehicle_appointment_insp_request_login.shtml,NYC Taxi & Limousine Commission - Vehicle Appointment / Inspection Request,6022,8656,50.22
Jul-15,http://www.nyc.gov/html/tlc/html/industry/for_hire.shtml,NYC Taxi & Limousine Commission - For-Hire Vehicles,6016,9204,44.01
Jul-15,http://www1.nyc.gov/nyc-resources/service/1281/yellow-taxi-lost-and-found,Yellow Taxi Lost and Found | City of New York,6014,10367,64.14
Jul-15,http://www.nyc.gov/html/sbs/html/home/home.shtml,New York City Department of Small Business Services,6011,7998,80.94
Jul-15,http://www.nyc.gov/html/dcas/html/work/promo_old.shtml,DCAS - Work for the City - Archive Promotional Examinations,5995,11434,101.62
Jul-15,http://www.nyc.gov/html/dcas/html/about/cityrecord.shtml,DCAS - About DCAS - The City Record,5927,7257,70.55
Jul-15,http://www1.nyc.gov/site/hpd/about/about-us.page,HPD - About - About Us,5901,7912,41.99
